star_name,x,y,star_colour,star_type,object_name,world_type,tectonics,weather,temp,bio,total_ru,dist_to_parent_star,common,corrosive,base_metal,noble,rare_earth,precious,radioactive,exotic
Gamma Camelopardalis,612.5,393.7,green,dwarf,I,Treasure World,1,0,-120,0,792,2405,0,0,0,0,0,792,0,0
Gamma Camelopardalis,612.5,393.7,green,dwarf,II,Fluorescent World,2,0,-143,0,986,3339,0,0,30,548,0,0,408,0
Gamma Camelopardalis,612.5,393.7,green,dwarf,III,Hydrocarbon World,4,0,-172,0,129,5499,63,0,66,0,0,0,0,0
Gamma Camelopardalis,612.5,393.7,green,dwarf,IV,Urea World,6,1,-183,184,18,6962,18,0,0,0,0,0,0,0
Gamma Camelopardalis,612.5,393.7,green,dwarf,V,Gas Giant,0,7,-188,0,0,7794,0,0,0,0,0,0,0,0
Gamma Camelopardalis,612.5,393.7,green,dwarf,Va,Cyanic World,0,0,-188,0,74,7794,74,0,0,0,0,0,0,0
Gamma Camelopardalis,612.5,393.7,green,dwarf,Vb,Treasure World,1,0,-188,0,1068,7794,0,0,0,0,0,1068,0,0
Gamma Camelopardalis,612.5,393.7,green,dwarf,Vc,Copper World,0,0,-188,0,501,7794,0,0,501,0,0,0,0,0
Gamma Camelopardalis,612.5,393.7,green,dwarf,Vd,Opalescent World,2,0,-188,0,256,7794,60,0,0,36,160,0,0,0
Iota Camelopardalis,629.1,393.7,red,dwarf,I,Gas Giant,0,7,-245,0,0,4387,0,0,0,0,0,0,0,0
Iota Camelopardalis,629.1,393.7,red,dwarf,Ia,Azure World,2,1,-245,0,138,4387,0,0,138,0,0,0,0,0
Iota Camelopardalis,629.1,393.7,red,dwarf,II,Vinylogous World,2,0,-248,0,170,5371,14,0,156,0,0,0,0,0
Iota Camelopardalis,629.1,393.7,red,dwarf,III,Metal World,3,1,-249,0,823,5891,0,102,279,0,0,186,256,0
Epsilon Camelopardalis,593.7,393.7,orange,dwarf,I,Chlorine World,5,0,-121,0,281,619,83,180,18,0,0,0,0,0
Epsilon Camelopardalis,593.7,393.7,orange,dwarf,Ia,Green World,4,3,-121,0,350,619,0,0,0,0,350,0,0,0
Epsilon Camelopardalis,593.7,393.7,orange,dwarf,II,Alkali World,2,1,-169,0,231,1305,0,0,231,0,0,0,0,0
Eta Gruis,247.9,395.8,orange,dwarf,I,Acid World,3,0,-192,0,254,2171,254,0,0,0,0,0,0,0
Eta Gruis,247.9,395.8,orange,dwarf,II,Gas Giant,0,7,-224,0,0,5765,0,0,0,0,0,0,0,0
Eta Gruis,247.9,395.8,orange,dwarf,IIa,Dust World,3,0,-224,0,30,5765,0,0,30,0,0,0,0,0
Eta Gruis,247.9,395.8,orange,dwarf,III,Gas Giant,0,7,-230,0,0,7356,0,0,0,0,0,0,0,0
Eta Gruis,247.9,395.8,orange,dwarf,IIIa,Pellucid World,2,0,-230,0,250,7356,0,0,0,0,0,0,0,250
Eta Gruis,247.9,395.8,orange,dwarf,IIIb,Infrared World,1,1,-230,0,81,7356,0,0,81,0,0,0,0,0
Eta Gruis,247.9,395.8,orange,dwarf,IIIc,Radioactive World,1,0,-230,0,1008,7356,0,0,0,0,0,0,1008,0
Beta Velorum,92.6,397.2,red,dwarf,I,Azure World,4,2,-189,0,141,495,0,0,141,0,0,0,0,0
Beta Velorum,92.6,397.2,red,dwarf,II,Dust World,3,1,-224,0,111,1430,0,0,111,0,0,0,0,0
Beta Velorum,92.6,397.2,red,dwarf,III,Telluric World,4,1,-251,0,204,7313,0,0,156,0,0,48,0,0
Beta Velorum,92.6,397.2,red,dwarf,IV,Pellucid World,2,0,-252,0,25,7752,0,0,0,0,0,0,0,25
Beta Squidi,206.2,399.1,orange,dwarf,I,Magnetic World,5,0,-219,0,496,4750,0,0,246,0,0,0,0,250
Beta Squidi,206.2,399.1,orange,dwarf,II,Chlorine World,5,0,-225,0,226,5997,63,142,21,0,0,0,0,0
Beta Squidi,206.2,399.1,orange,dwarf,III,Gas Giant,1,7,-227,0,0,6518,0,0,0,0,0,0,0,0
Beta Squidi,206.2,399.1,orange,dwarf,IIIa,Radioactive World,2,0,-227,0,728,6518,0,0,0,0,0,0,728,0
Beta Squidi,206.2,399.1,orange,dwarf,IIIb,Carbide World,1,0,-227,0,106,6518,106,0,0,0,0,0,0,0
Theta Camelopardalis,589.5,402.0,red,dwarf,I,Infrared World,1,3,-197,0,0,598,0,0,0,0,0,0,0,0
Theta Camelopardalis,589.5,402.0,red,dwarf,II,Gas Giant,2,7,-238,0,0,2878,0,0,0,0,0,0,0,0
Theta Camelopardalis,589.5,402.0,red,dwarf,III,Purple World,3,0,-243,0,228,3845,0,0,228,0,0,0,0,0
Theta Camelopardalis,589.5,402.0,red,dwarf,IV,Gas Giant,2,7,-248,0,0,5673,0,0,0,0,0,0,0,0
Theta Camelopardalis,589.5,402.0,red,dwarf,IVa,Dust World,3,0,-248,0,51,5673,0,0,51,0,0,0,0,0
Theta Camelopardalis,589.5,402.0,red,dwarf,IVb,Cimmerian World,1,0,-248,0,128,5673,128,0,0,0,0,0,0,0
Theta Camelopardalis,589.5,402.0,red,dwarf,V,Gas Giant,2,7,-249,0,0,6101,0,0,0,0,0,0,0,0
Theta Camelopardalis,589.5,402.0,red,dwarf,Va,Cimmerian World,1,0,-249,0,104,6101,104,0,0,0,0,0,0,0
Theta Camelopardalis,589.5,402.0,red,dwarf,Vb,Metal World,3,1,-249,0,804,6101,0,98,408,0,0,162,136,0
Alpha Telescopii,28.5,402.0,white,dwarf,I,Fluorescent World,1,3,329,0,625,809,0,0,9,112,0,0,504,0
Alpha Telescopii,28.5,402.0,white,dwarf,II,Oolite World,3,4,87,278,1011,1992,0,0,0,0,375,636,0,0
Alpha Telescopii,28.5,402.0,white,dwarf,III,Halide World,1,0,-56,0,378,2703,0,82,0,0,0,0,296,0
Alpha Telescopii,28.5,402.0,white,dwarf,IV,Redux World,2,0,-76,0,136,3273,0,118,18,0,0,0,0,0
Alpha Telescopii,28.5,402.0,white,dwarf,IVa,Treasure World,2,0,-76,0,864,3273,0,0,0,0,0,864,0,0
Alpha Telescopii,28.5,402.0,white,dwarf,V,Gas Giant,1,7,-99,0,0,4194,0,0,0,0,0,0,0,0
Alpha Telescopii,28.5,402.0,white,dwarf,Va,Treasure World,1,0,-99,0,1278,4194,0,0,0,0,0,1278,0,0
Alpha Telescopii,28.5,402.0,white,dwarf,Vb,Selenic World,0,0,-99,0,93,4194,0,0,93,0,0,0,0,0
Alpha Telescopii,28.5,402.0,white,dwarf,Vc,Acid World,3,0,-99,0,237,4194,237,0,0,0,0,0,0,0
Alpha Telescopii,28.5,402.0,white,dwarf,Vd,Auric World,1,1,-99,0,1020,4194,0,0,0,0,0,1020,0,0
Alpha Telescopii,28.5,402.0,white,dwarf,VI,Oolite World,2,2,-113,0,588,4927,0,0,0,0,360,228,0,0
Alpha Telescopii,28.5,402.0,white,dwarf,VII,Acid World,3,0,-124,0,225,5706,225,0,0,0,0,0,0,0
Alpha Telescopii,28.5,402.0,white,dwarf,VIII,Yttric World,3,0,-132,0,383,6392,0,0,138,0,245,0,0,0
Alpha Telescopii,28.5,402.0,white,dwarf,IX,Urea World,6,1,-139,0,25,7087,25,0,0,0,0,0,0,0
Alpha Camelopardalis,606.2,404.1,yellow,giant,I,Maroon World,1,4,1006,0,503,1315,47,0,456,0,0,0,0,0
Alpha Camelopardalis,606.2,404.1,yellow,giant,II,Urea World,7,6,1310,0,76,2242,76,0,0,0,0,0,0,0
Alpha Camelopardalis,606.2,404.1,yellow,giant,III,Alkali World,1,4,696,0,360,3172,0,0,360,0,0,0,0,0
Alpha Camelopardalis,606.2,404.1,yellow,giant,IV,Gas Giant,2,7,1116,0,0,4450,0,0,0,0,0,0,0,0
Alpha Camelopardalis,606.2,404.1,yellow,giant,IVa,Purple World,3,2,424,76,174,4450,0,0,174,0,0,0,0,0
Alpha Camelopardalis,606.2,404.1,yellow,giant,IVb,Opalescent World,4,0,150,0,282,4450,68,0,0,44,170,0,0,0
Alpha Camelopardalis,606.2,404.1,yellow,giant,IVc,Ultramarine World,1,6,1154,0,236,4450,0,0,0,156,80,0,0,0
Beta Ceti,287.5,404.1,blue,dwarf,I,Selenic World,0,0,-57,0,129,1904,0,0,129,0,0,0,0,0
Beta Ceti,287.5,404.1,blue,dwarf,II,Gas Giant,2,7,-75,0,0,2253,0,0,0,0,0,0,0,0
Beta Ceti,287.5,404.1,blue,dwarf,IIa,Green World,3,2,-75,210,380,2253,0,0,0,0,380,0,0,0
Beta Ceti,287.5,404.1,blue,dwarf,IIb,Radioactive World,2,0,-75,0,912,2253,0,0,0,0,0,0,912,0
Beta Ceti,287.5,404.1,blue,dwarf,IIc,Acid World,3,0,-75,0,124,2253,124,0,0,0,0,0,0,0
Beta Ceti,287.5,404.1,blue,dwarf,IId,Green World,4,2,-75,0,155,2253,0,0,0,0,155,0,0,0
Beta Ceti,287.5,404.1,blue,dwarf,III,Lanthanide World,6,0,-102,0,1045,3019,0,0,0,0,1045,0,0,0
Beta Ceti,287.5,404.1,blue,dwarf,IV,Acid World,1,0,-125,0,276,3986,276,0,0,0,0,0,0,0
Beta Ceti,287.5,404.1,blue,dwarf,V,Gas Giant,1,7,-154,0,0,6167,0,0,0,0,0,0,0,0
Beta Ceti,287.5,404.1,blue,dwarf,Va,Alkali World,1,0,-154,0,21,6167,0,0,21,0,0,0,0,0
Beta Ceti,287.5,404.1,blue,dwarf,Vb,Selenic World,0,0,-154,0,153,6167,0,0,153,0,0,0,0,0
Beta Ceti,287.5,404.1,blue,dwarf,VI,Radioactive World,2,0,-161,0,896,7034,0,0,0,0,0,0,896,0
Beta Ceti,287.5,404.1,blue,dwarf,VII,Opalescent World,1,0,-166,0,243,7739,45,0,0,28,170,0,0,0
Beta Hyginus,864.5,406.2,red,dwarf,I,Pellucid World,1,0,-216,0,225,1085,0,0,0,0,0,0,0,225
Beta Hyginus,864.5,406.2,red,dwarf,II,Vinylogous World,4,0,-231,0,111,1987,0,0,111,0,0,0,0,0
Beta Hyginus,864.5,406.2,red,dwarf,III,Noble World,0,0,-239,0,167,2975,7,0,0,160,0,0,0,0
Beta Hyginus,864.5,406.2,red,dwarf,IV,Maroon World,1,1,-245,0,265,4472,73,0,192,0,0,0,0,0
Beta Hyginus,864.5,406.2,red,dwarf,V,Iodine World,5,1,-246,0,181,4811,0,136,45,0,0,0,0,0
Beta Hyginus,864.5,406.2,red,dwarf,VI,Purple World,3,0,-249,0,162,6014,0,0,162,0,0,0,0,0
Beta Hyginus,864.5,406.2,red,dwarf,VII,Super-Dense World,5,1,-251,0,63,6863,0,0,63,0,0,0,0,0
Beta Hyginus,864.5,406.2,red,dwarf,VIII,Hydrocarbon World,2,0,-252,0,131,7880,80,0,51,0,0,0,0,0
Beta Hyginus,864.5,406.2,red,dwarf,VIIIa,Dust World,1,0,-252,0,111,7880,0,0,111,0,0,0,0,0
Beta Hyginus,864.5,406.2,red,dwarf,VIIIb,Chondrite World,6,0,-252,0,99,7880,99,0,0,0,0,0,0,0
Alpha Velorum,86.0,406.5,blue,dwarf,I,Gas Giant,0,7,104,0,0,1004,0,0,0,0,0,0,0,0
Alpha Velorum,86.0,406.5,blue,dwarf,Ia,Treasure World,2,2,46,0,978,1004,0,0,0,0,0,978,0,0
Alpha Velorum,86.0,406.5,blue,dwarf,II,Metal World,2,2,-97,0,472,2865,0,66,42,0,0,60,304,0
Alpha Velorum,86.0,406.5,blue,dwarf,III,Sapphire World,2,0,-136,0,3700,4687,0,0,0,0,0,0,0,3700
Alpha Velorum,86.0,406.5,blue,dwarf,IV,Yttric World,1,0,-164,0,397,7435,0,0,87,0,310,0,0,0
Beta Camelopardalis,595.8,408.3,green,dwarf,I,Gas Giant,1,7,-52,0,0,1153,0,0,0,0,0,0,0,0
Beta Camelopardalis,595.8,408.3,green,dwarf,Ia,Ultramarine World,0,2,-52,62,219,1153,0,0,0,44,175,0,0,0
Beta Camelopardalis,595.8,408.3,green,dwarf,Ib,Treasure World,0,0,-52,0,1236,1153,0,0,0,0,0,1236,0,0
Beta Camelopardalis,595.8,408.3,green,dwarf,Ic,Opalescent World,1,0,-52,0,229,1153,17,0,0,72,140,0,0,0
Beta Camelopardalis,595.8,408.3,green,dwarf,Id,Cyanic World,2,0,-52,0,125,1153,125,0,0,0,0,0,0,0
Beta Camelopardalis,595.8,408.3,green,dwarf,II,Carbide World,4,0,-149,0,68,3645,68,0,0,0,0,0,0,0
Beta Camelopardalis,595.8,408.3,green,dwarf,III,Auric World,2,1,-158,0,558,4272,0,0,0,0,0,558,0,0
Beta Camelopardalis,595.8,408.3,green,dwarf,IV,Noble World,0,0,-168,0,109,5071,5,0,0,104,0,0,0,0
Beta Camelopardalis,595.8,408.3,green,dwarf,V,Cyanic World,1,0,-176,0,80,6012,80,0,0,0,0,0,0,0
Beta Camelopardalis,595.8,408.3,green,dwarf,VI,Acid World,4,0,-185,0,211,7242,211,0,0,0,0,0,0,0
Beta Camelopardalis,595.8,408.3,green,dwarf,VII,Water World,3,0,-188,68,198,7773,0,0,126,0,0,0,72,0
Gamma Ceti,303.8,408.3,blue,dwarf,I,Selenic World,2,3,425,18,114,553,0,0,114,0,0,0,0,0
Gamma Ceti,303.8,408.3,blue,dwarf,II,Telluric World,2,2,-65,76,264,2041,0,0,264,0,0,0,0,0
Gamma Ceti,303.8,408.3,blue,dwarf,III,Chlorine World,5,0,-103,0,94,3071,16,54,24,0,0,0,0,0
Gamma Ceti,303.8,408.3,blue,dwarf,IIIa,Noble World,1,0,-103,0,294,3071,10,0,0,284,0,0,0,0
Gamma Ceti,303.8,408.3,blue,dwarf,IV,Halide World,2,0,-142,0,142,5100,0,142,0,0,0,0,0,0
Gamma Ceti,303.8,408.3,blue,dwarf,V,Oolite World,4,2,-147,0,992,5566,0,0,0,0,350,642,0,0
Beta Telescopii,29.1,410.4,orange,dwarf,I,Chondrite World,5,0,-219,0,68,4702,68,0,0,0,0,0,0,0
Zeta Camelopardalis,616.6,412.5,orange,dwarf,I,Gas Giant,2,7,-180,0,0,1628,0,0,0,0,0,0,0,0
Zeta Camelopardalis,616.6,412.5,orange,dwarf,Ia,Alkali World,2,1,-180,0,204,1628,0,0,204,0,0,0,0,0
Zeta Camelopardalis,616.6,412.5,orange,dwarf,Ib,Carbide World,4,0,-180,0,91,1628,91,0,0,0,0,0,0,0
Zeta Camelopardalis,616.6,412.5,orange,dwarf,Ic,Acid World,2,0,-180,0,282,1628,282,0,0,0,0,0,0,0
Zeta Camelopardalis,616.6,412.5,orange,dwarf,II,Green World,4,2,-199,46,320,2591,0,0,0,0,320,0,0,0
Gamma Phoenicis,981.2,414.5,blue,dwarf,I,Treasure World,2,3,404,0,720,517,0,0,0,0,0,720,0,0
Gamma Phoenicis,981.2,414.5,blue,dwarf,II,Metal World,3,2,-111,230,992,3376,0,72,600,0,0,0,320,0
Gamma Phoenicis,981.2,414.5,blue,dwarf,III,Quasi-Degenerate World,5,0,-164,0,975,7356,0,0,0,0,0,0,0,975
Alpha Hyginus,852.0,416.6,red,dwarf,I,Ultramarine World,0,2,-216,0,150,1077,0,0,0,0,150,0,0,0
Alpha Hyginus,852.0,416.6,red,dwarf,II,Magnetic World,5,0,-234,0,255,2236,0,0,255,0,0,0,0,0
Alpha Hyginus,852.0,416.6,red,dwarf,III,Chondrite World,5,0,-240,0,35,3227,35,0,0,0,0,0,0,0
Alpha Hyginus,852.0,416.6,red,dwarf,IV,Gas Giant,2,7,-247,0,0,4927,0,0,0,0,0,0,0,0
Alpha Hyginus,852.0,416.6,red,dwarf,IVa,Purple World,2,0,-247,0,159,4927,0,0,159,0,0,0,0,0
Alpha Hyginus,852.0,416.6,red,dwarf,IVb,Chondrite World,6,0,-247,0,46,4927,46,0,0,0,0,0,0,0
Alpha Hyginus,852.0,416.6,red,dwarf,V,Infrared World,2,1,-251,0,60,7124,0,0,60,0,0,0,0,0
Beta Phoenicis,957.3,418.2,red,dwarf,I,Noble World,2,0,-191,0,108,524,8,0,0,100,0,0,0,0
Beta Phoenicis,957.3,418.2,red,dwarf,II,Azure World,3,1,-215,0,129,1058,0,0,129,0,0,0,0,0
Beta Phoenicis,957.3,418.2,red,dwarf,III,Iodine World,2,1,-233,0,122,2151,0,104,18,0,0,0,0,0
Beta Phoenicis,957.3,418.2,red,dwarf,IV,Telluric World,2,1,-249,0,333,6050,0,0,57,0,0,276,0,0
Beta Phoenicis,957.3,418.2,red,dwarf,V,Gas Giant,2,7,-251,0,0,6714,0,0,0,0,0,0,0,0
Beta Phoenicis,957.3,418.2,red,dwarf,Va,Cimmerian World,1,0,-251,28,97,6714,97,0,0,0,0,0,0,0
Beta Phoenicis,957.3,418.2,red,dwarf,Vb,Ultramarine World,1,1,-251,20,434,6714,0,0,147,112,175,0,0,0
Beta Phoenicis,957.3,418.2,red,dwarf,Vc,Pellucid World,2,0,-251,0,0,6714,0,0,0,0,0,0,0,0
Beta Phoenicis,957.3,418.2,red,dwarf,VI,Purple World,2,0,-251,0,111,7253,0,0,111,0,0,0,0,0
Beta Phoenicis,957.3,418.2,red,dwarf,VII,Ultramarine World,0,1,-252,0,150,7883,0,0,105,0,45,0,0,0
Gamma Telescopii,50.0,418.7,blue,dwarf,I,Noble World,2,1,26,44,125,1164,21,0,0,104,0,0,0,0
Gamma Telescopii,50.0,418.7,blue,dwarf,II,Yttric World,1,1,-126,72,0,4091,0,0,0,0,0,0,0,0
Gamma Telescopii,50.0,418.7,blue,dwarf,III,Fluorescent World,2,0,-154,0,543,6214,0,0,27,132,0,0,384,0
Gamma Squidi,214.5,420.8,red,dwarf,I,Azure World,5,1,-225,0,75,1524,0,0,75,0,0,0,0,0
Gamma Squidi,214.5,420.8,red,dwarf,II,Maroon World,0,0,-252,64,208,7857,34,0,174,0,0,0,0,0
Gamma Squidi,214.5,420.8,red,dwarf,IIa,Selenic World,1,0,-252,0,126,7857,0,0,126,0,0,0,0,0
Eta Camelopardalis,620.8,422.9,orange,dwarf,I,Urea World,5,2,-168,72,42,1263,42,0,0,0,0,0,0,0
Eta Camelopardalis,620.8,422.9,orange,dwarf,II,Gas Giant,0,7,-210,0,0,3525,0,0,0,0,0,0,0,0
Eta Camelopardalis,620.8,422.9,orange,dwarf,IIa,Carbide World,3,0,-210,0,116,3525,116,0,0,0,0,0,0,0
Eta Camelopardalis,620.8,422.9,orange,dwarf,IIb,Chondrite World,6,0,-210,0,77,3525,77,0,0,0,0,0,0,0
Eta Camelopardalis,620.8,422.9,orange,dwarf,III,Super-Dense World,5,2,-218,180,147,4675,0,0,147,0,0,0,0,0
Eta Camelopardalis,620.8,422.9,orange,dwarf,IV,Water World,2,1,-223,0,225,5492,0,0,225,0,0,0,0,0
Eta Camelopardalis,620.8,422.9,orange,dwarf,V,Gas Giant,0,7,-227,0,0,6624,0,0,0,0,0,0,0,0
Eta Camelopardalis,620.8,422.9,orange,dwarf,Va,Pellucid World,2,0,-227,0,0,6624,0,0,0,0,0,0,0,0
Eta Ceti,281.2,425.0,orange,dwarf,I,Urea World,5,2,-159,0,4,1084,4,0,0,0,0,0,0,0
Eta Ceti,281.2,425.0,orange,dwarf,II,Iodine World,4,1,-184,0,151,1775,0,100,51,0,0,0,0,0
Eta Ceti,281.2,425.0,orange,dwarf,III,Noble World,0,0,-212,0,273,3759,9,0,0,264,0,0,0,0
Eta Ceti,281.2,425.0,orange,dwarf,IV,Super-Dense World,5,2,-215,0,69,4186,0,0,69,0,0,0,0,0
Eta Ceti,281.2,425.0,orange,dwarf,V,Copper World,2,1,-222,0,261,5305,0,0,261,0,0,0,0,0
Eta Ceti,281.2,425.0,orange,dwarf,VI,Chlorine World,6,0,-226,0,233,6315,77,156,0,0,0,0,0,0
Eta Ceti,281.2,425.0,orange,dwarf,VII,Gas Giant,2,7,-228,0,0,6915,0,0,0,0,0,0,0,0
Eta Ceti,281.2,425.0,orange,dwarf,VIIa,Azure World,2,0,-228,0,51,6915,0,0,51,0,0,0,0,0
Eta Ceti,281.2,425.0,orange,dwarf,VIIb,Noble World,2,0,-228,0,188,6915,12,0,0,176,0,0,0,0
Eta Ceti,281.2,425.0,orange,dwarf,VIII,Gas Giant,2,7,-230,0,0,7538,0,0,0,0,0,0,0,0
Eta Ceti,281.2,425.0,orange,dwarf,VIIIa,Acid World,2,0,-230,0,236,7538,236,0,0,0,0,0,0,0
Delta Ceti,293.7,430.6,blue,dwarf,I,Ultramarine World,0,7,144,0,374,818,0,0,144,180,50,0,0,0
Delta Ceti,293.7,430.6,blue,dwarf,II,Telluric World,2,4,75,0,354,1464,0,0,186,0,0,168,0,0
Delta Ceti,293.7,430.6,blue,dwarf,III,Organic World,5,0,-71,0,84,2164,84,0,0,0,0,0,0,0
Delta Ceti,293.7,430.6,blue,dwarf,IV,Xenolithic World,2,1,-95,54,339,2780,0,0,339,0,0,0,0,0
Delta Ceti,293.7,430.6,blue,dwarf,V,Gas Giant,0,7,-110,0,0,3325,0,0,0,0,0,0,0,0
Delta Ceti,293.7,430.6,blue,dwarf,Va,Lanthanide World,4,0,-110,0,655,3325,0,0,0,0,655,0,0,0
Delta Ceti,293.7,430.6,blue,dwarf,Vb,Ultramarine World,2,2,-110,0,269,3325,0,0,39,120,110,0,0,0
Delta Ceti,293.7,430.6,blue,dwarf,Vc,Treasure World,1,0,-110,0,594,3325,0,0,0,0,0,594,0,0
Delta Ceti,293.7,430.6,blue,dwarf,Vd,Alkali World,4,1,-110,56,153,3325,0,0,153,0,0,0,0,0
Delta Ceti,293.7,430.6,blue,dwarf,VI,Xenolithic World,4,1,-126,0,309,4094,0,0,135,0,0,174,0,0
Delta Ceti,293.7,430.6,blue,dwarf,VIa,Green World,2,2,-126,0,90,4094,0,0,0,0,90,0,0,0
Delta Ceti,293.7,430.6,blue,dwarf,VII,Gas Giant,0,7,-136,0,0,4712,0,0,0,0,0,0,0,0
Delta Ceti,293.7,430.6,blue,dwarf,VIII,Carbide World,2,0,-153,0,87,6160,87,0,0,0,0,0,0,0
Delta Ceti,293.7,430.6,blue,dwarf,IX,Gas Giant,1,7,-162,0,0,7090,0,0,0,0,0,0,0,0
Delta Ceti,293.7,430.6,blue,dwarf,IXa,Auric World,2,0,-162,0,1338,7090,0,0,0,0,0,1338,0,0
Delta Ceti,293.7,430.6,blue,dwarf,IXb,Ultramarine World,2,1,-162,0,171,7090,0,0,0,96,75,0,0,0
Delta Ceti,293.7,430.6,blue,dwarf,IXc,Cyanic World,2,0,-162,0,55,7090,55,0,0,0,0,0,0,0
Alpha Phoenicis,941.6,439.5,blue,dwarf,I,Lanthanide World,7,3,545,0,575,315,0,0,0,0,575,0,0,0
Alpha Phoenicis,941.6,439.5,blue,dwarf,II,Noble World,2,1,-3,132,336,1462,0,0,0,336,0,0,0,0
Alpha Phoenicis,941.6,439.5,blue,dwarf,III,Chlorine World,6,0,-108,0,223,3227,63,160,0,0,0,0,0,0
Alpha Phoenicis,941.6,439.5,blue,dwarf,IV,Halide World,0,0,-126,0,160,4082,0,160,0,0,0,0,0,0
Alpha Phoenicis,941.6,439.5,blue,dwarf,V,Halide World,1,0,-167,0,446,7853,0,174,0,0,0,0,272,0
Alpha Ceti,287.5,447.9,white,giant,I,Gas Giant,2,7,2061,0,0,1789,0,0,0,0,0,0,0,0
Alpha Ceti,287.5,447.9,white,giant,Ia,Lanthanide World,4,2,1342,0,1165,1789,0,0,0,0,1165,0,0,0
Alpha Ceti,287.5,447.9,white,giant,Ib,Cyanic World,2,2,1290,0,145,1789,145,0,0,0,0,0,0,0
Alpha Ceti,287.5,447.9,white,giant,Ic,Auric World,1,4,1651,0,954,1789,0,0,0,0,0,954,0,0
Alpha Ceti,287.5,447.9,white,giant,Id,Selenic World,1,2,1286,0,141,1789,0,0,141,0,0,0,0,0
Alpha Ceti,287.5,447.9,white,giant,II,Sapphire World,0,0,881,0,2175,2402,0,0,0,0,0,0,0,2175
Alpha Ceti,287.5,447.9,white,giant,III,Fluorescent World,3,2,1003,0,251,3185,0,0,135,116,0,0,0,0
Alpha Ceti,287.5,447.9,white,giant,IV,Oolite World,2,6,1429,0,1117,4005,0,0,0,0,595,522,0,0
Alpha Ceti,287.5,447.9,white,giant,V,Gas Giant,1,7,1623,0,0,4799,0,0,0,0,0,0,0,0
Alpha Ceti,287.5,447.9,white,giant,Va,Oolite World,1,6,1379,0,1577,4799,0,0,0,0,1025,552,0,0
Alpha Ceti,287.5,447.9,white,giant,Vb,Metal World,4,6,1727,0,1335,4799,0,0,783,0,0,0,552,0
Alpha Ceti,287.5,447.9,white,giant,Vc,Acid World,2,2,749,0,206,4799,206,0,0,0,0,0,0,0
Alpha Ceti,287.5,447.9,white,giant,VI,Gas Giant,2,7,1447,0,0,5418,0,0,0,0,0,0,0,0
Alpha Ceti,287.5,447.9,white,giant,VIa,Quasi-Degenerate World,5,0,494,0,500,5418,0,0,0,0,0,0,0,500
Alpha Ceti,287.5,447.9,white,giant,VIb,Quasi-Degenerate World,3,0,494,0,1625,5418,0,0,0,0,0,0,0,1625
Alpha Ceti,287.5,447.9,white,giant,VII,Organic World,2,1,759,0,271,5894,271,0,0,0,0,0,0,0
Alpha Ceti,287.5,447.9,white,giant,VIII,Urea World,4,5,1253,0,79,6637,79,0,0,0,0,0,0,0
Alpha Ceti,287.5,447.9,white,giant,IX,Selenic World,0,1,641,0,198,7388,0,0,198,0,0,0,0,0
Epsilon Cygnus,25.0,458.3,red,dwarf,I,Cimmerian World,1,0,-226,0,49,1598,49,0,0,0,0,0,0,0
Epsilon Cygnus,25.0,458.3,red,dwarf,II,Vinylogous World,3,0,-245,0,64,4241,4,0,60,0,0,0,0,0
Epsilon Cygnus,25.0,458.3,red,dwarf,III,Hydrocarbon World,1,0,-248,0,68,5365,29,0,39,0,0,0,0,0
Delta Reticuli,725.0,458.3,green,dwarf,I,Noble World,0,0,-151,0,320,3801,0,0,0,320,0,0,0,0
Delta Reticuli,725.0,458.3,green,dwarf,II,Plutonic World,3,2,-162,0,605,4554,0,0,333,0,0,0,272,0
Delta Reticuli,725.0,458.3,green,dwarf,IIa,Acid World,4,0,-162,0,127,4554,127,0,0,0,0,0,0,0
Alpha Cygnus,47.9,458.3,blue,dwarf,I,Telluric World,2,7,200,0,147,704,0,0,105,0,0,42,0,0
Alpha Cygnus,47.9,458.3,blue,dwarf,II,Auric World,2,1,-55,0,1248,1852,0,0,0,0,0,1248,0,0
Alpha Cygnus,47.9,458.3,blue,dwarf,III,Ultramarine World,1,2,-90,0,197,2645,0,0,132,0,65,0,0,0
Alpha Cygnus,47.9,458.3,blue,dwarf,IV,Azure World,3,1,-114,56,144,3463,0,0,144,0,0,0,0,0
Alpha Cygnus,47.9,458.3,blue,dwarf,V,Treasure World,2,0,-134,0,1020,4552,0,0,0,0,0,1020,0,0
Alpha Cygnus,47.9,458.3,blue,dwarf,VI,Metal World,3,2,-148,0,736,5594,0,46,234,0,0,192,264,0
Metis,570.8,460.4,red,dwarf,I,Gas Giant,2,7,-230,0,0,1856,0,0,0,0,0,0,0,0
Metis,570.8,460.4,red,dwarf,Ia,Crimson World,1,2,-230,0,275,1856,0,26,249,0,0,0,0,0
Metis,570.8,460.4,red,dwarf,Ib,Infrared World,1,2,-230,0,201,1856,0,0,201,0,0,0,0,0
Metis,570.8,460.4,red,dwarf,Ic,Dust World,3,1,-230,0,39,1856,0,0,39,0,0,0,0,0
Metis,570.8,460.4,red,dwarf,Id,Crimson World,0,2,-230,0,66,1856,0,0,66,0,0,0,0,0
Metis,570.8,460.4,red,dwarf,II,Infrared World,2,2,-234,0,189,2263,0,0,189,0,0,0,0,0
Metis,570.8,460.4,red,dwarf,III,Azure World,3,1,-239,0,129,2925,0,0,129,0,0,0,0,0
